condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,247,0.5060728744939271,0.5060728744939271,0.21862348178137653,0.22131147540983606,0.216,0.0,27,98,27,95
avg_diff_005_015,0.545,248,0.5201612903225806,0.5443548387096774,0.2661290322580645,0.3025210084033613,0.23255813953488372,-0.024193548387096753,36,99,30,83
avg_diff_015_030,0.606,246,0.5447154471544715,0.524390243902439,0.27235772357723576,0.2767857142857143,0.26865671641791045,0.020325203252032464,31,98,36,81
avg_diff_030_050,0.667,245,0.673469387755102,0.6,0.23673469387755103,0.25,0.23030303030303031,0.07346938775510203,20,127,38,60
avg_diff_050_070,0.732,246,0.7032520325203252,0.5934959349593496,0.23983739837398374,0.2191780821917808,0.24855491329479767,0.1097560975609756,16,130,43,57
avg_diff_070_100,0.801,249,0.7831325301204819,0.6746987951807228,0.2289156626506024,0.2777777777777778,0.2153846153846154,0.10843373493975905,15,153,42,39
avg_diff_100_130,0.851,245,0.8040816326530612,0.7061224489795919,0.22040816326530613,0.3125,0.19796954314720813,0.09795918367346934,15,158,39,33
avg_diff_130_160,0.888,247,0.8299595141700404,0.757085020242915,0.19433198380566802,0.35714285714285715,0.16097560975609757,0.07287449392712542,15,172,33,27
avg_diff_160_200,0.907,246,0.8536585365853658,0.7886178861788617,0.17886178861788618,0.3888888888888889,0.14285714285714285,0.06504065040650409,14,180,30,22
avg_diff_over_200,0.942,246,0.8699186991869918,0.8130081300813008,0.16260162601626016,0.40625,0.1261682242990654,0.05691056910569103,13,187,27,19
