condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
fico_650_680,0,250,0.82,0.584,0.444,0.5777777777777777,0.4146341463414634,0.236,26,120,85,19
fico_over_700,0,250,0.896,0.64,0.352,0.46153846153846156,0.3392857142857143,0.256,12,148,76,14
fico_over_750_loan_under_20000,0,250,0.932,0.736,0.276,0.5882352941176471,0.2532188841201717,0.19600000000000006,10,174,59,7
loan_under_5000,0,250,0.652,0.372,0.872,0.8505747126436781,0.8834355828220859,0.28,74,19,144,13
fico_over_750_dti_under_20,0,250,0.876,0.792,0.212,0.5161290322580645,0.1689497716894977,0.08399999999999996,16,182,37,15
dti_over_25,0,250,0.6,0.412,0.86,0.84,0.8733333333333333,0.188,84,19,131,16
dti_over_30,0,250,0.608,0.392,0.848,0.8061224489795918,0.875,0.21599999999999997,79,19,133,19
fico_650_700_dti_under_20,0,250,0.908,0.716,0.24,0.2608695652173913,0.23788546255506607,0.19200000000000006,6,173,54,17
dti_under_10,0,250,0.644,0.552,0.668,0.8089887640449438,0.5900621118012422,0.09199999999999997,72,66,95,17
loan_over_25000,0,250,0.74,0.34,0.872,0.9076923076923077,0.8594594594594595,0.39999999999999997,59,26,159,6
